company_name,industry,company_size,annual_revenue,num_employees,lead_source,past_interactions,converted,created_at
Alvarado Group,logistics,3502,570181274,3079,web,1,1,2024-04-22 12:47:42.579559
Howell Ltd,finance,9090,740473770,8047,trade_show,2,1,2024-11-19 07:11:54.782210
"Pena, Lee and Hughes",logistics,3007,448804924,2272,cold_call,2,1,2024-09-09 11:58:12.182941
"Yoder, Gibson and Wise",finance,1465,897215100,1247,trade_show,1,1,2024-10-08 04:33:31.573643
"Holmes, Garcia and Hunt",manufacturing,2327,406480590,2006,web,4,1,2024-08-22 16:14:05.324552
Montoya and Sons,logistics,1553,274528424,1570,email,3,1,2024-10-25 13:31:03.561268
Lara PLC,technology,8272,249887873,8478,trade_show,1,1,2025-03-19 19:59:05.734439
Morrison PLC,manufacturing,9069,579514850,10424,web,0,1,2024-10-11 00:08:22.306203
Carlson PLC,manufacturing,5131,215683254,4906,trade_show,8,1,2024-08-04 14:47:11.038285
Maldonado-Edwards,logistics,9472,614537649,8989,email,1,1,2024-09-20 06:11:57.971864
"Smith, Hurst and Martin",retail,9533,219910934,7827,referral,2,1,2024-05-30 14:42:27.095989
Russell and Sons,retail,1228,524527747,1301,web,4,1,2024-09-30 04:17:57.297621
Herring-Cook,manufacturing,6566,944670012,8449,web,0,1,2024-05-14 17:52:47.674372
Palmer and Sons,technology,3459,743259224,3814,trade_show,0,1,2024-05-31 10:24:59.182576
Gomez PLC,logistics,5558,361093019,4598,trade_show,2,1,2024-11-06 15:46:05.779226
Hill Inc,logistics,7826,978986338,8867,cold_call,4,1,2024-08-13 04:23:28.878748
"Perez, Day and Carter",finance,7091,291439558,6863,email,2,1,2024-07-20 04:46:26.791791
"Vazquez, Waters and Le",finance,2828,920812230,3486,cold_call,0,1,2024-04-24 02:36:04.314795
"Jackson, Edwards and Wilson",manufacturing,6346,183497695,5664,cold_call,2,1,2024-12-20 06:01:14.064878
"Johnston, Dougherty and Owens",finance,8387,14331080,10896,trade_show,1,1,2024-07-31 09:02:05.863798
"Matthews, Garcia and Hall",technology,8237,414508980,7196,referral,2,1,2024-08-29 00:56:19.371681
Patterson-Johnson,logistics,3995,374261284,3686,trade_show,1,1,2025-03-17 05:38:18.575120
Padilla-York,technology,299,58085204,244,trade_show,3,1,2024-11-19 14:39:41.528792
Sawyer-Simmons,retail,4966,866510514,5011,trade_show,4,1,2024-11-03 09:34:49.009541
Hahn-Gomez,finance,9065,764425419,8603,email,4,1,2024-05-19 15:17:37.981013
"Hudson, Christensen and Kidd",retail,5259,348919553,5031,cold_call,3,1,2024-10-19 13:19:06.942110
"Huang, Williams and Kaiser",retail,2587,633379248,2294,email,1,1,2024-06-26 20:30:33.307611
"Woods, Ballard and Roberson",manufacturing,4078,743286521,5106,email,3,1,2025-02-06 23:58:47.275208
"Osborne, Weaver and Walker",technology,3648,481973138,4319,referral,3,1,2024-10-12 16:44:12.757831
"Burke, Wang and Torres",manufacturing,1350,396713042,1597,referral,1,1,2024-04-11 19:20:51.406189
Franco Inc,logistics,590,689958553,523,referral,1,1,2025-02-23 19:55:36.786281
"Williams, Bishop and Burnett",finance,7057,551061383,5466,referral,0,1,2024-11-07 05:30:04.208191
Campbell-Anderson,logistics,3502,403796949,3326,trade_show,3,1,2024-10-26 21:01:06.636350
Williams and Sons,retail,2127,854419463,2315,web,0,1,2024-06-25 09:26:56.735269
"Martinez, Kennedy and Hood",logistics,7615,31555481,8214,email,2,1,2024-05-22 04:43:18.633529
"Spencer, Pham and Chavez",technology,984,58997006,1272,email,4,1,2024-11-02 15:12:05.664043
Townsend-Bryant,finance,9658,954762167,9308,referral,3,1,2024-05-31 03:23:09.821924
Adkins LLC,manufacturing,3076,251273811,2335,cold_call,1,1,2024-08-13 13:19:13.848967
"Shelton, Barrett and Martinez",manufacturing,1943,796244912,2050,web,5,1,2025-01-23 22:11:03.095815
"Dunn, Schroeder and Hayes",technology,4223,341357838,3126,cold_call,2,1,2024-06-06 21:44:05.950614
"Wilson, Moreno and Sanchez",retail,9779,352975522,10833,email,2,1,2024-04-21 13:25:35.530815
"Kramer, Klein and Mayo",technology,9821,90501626,6928,referral,1,1,2025-03-13 00:19:48.116099
"Todd, Sanchez and Caldwell",retail,5540,59306028,4553,web,3,1,2024-05-11 20:31:23.933458
Shaw Group,logistics,7165,416588831,8790,cold_call,2,1,2024-11-13 20:07:49.846101
Mcgee-Wheeler,retail,8308,371740825,8977,email,4,1,2025-01-16 20:47:57.449883
Smith-Jackson,manufacturing,2030,80909418,2348,referral,4,1,2024-04-15 17:11:25.477431
Garcia-Vaughan,finance,3764,311023538,3916,web,4,1,2024-05-02 20:35:11.751352
Oconnell-Martinez,manufacturing,1500,139771798,1826,trade_show,1,1,2024-07-21 22:42:53.717326
Wolf-Davis,retail,4864,202517002,3453,web,4,1,2025-01-18 02:17:32.041867
Kelley Ltd,technology,6569,519199737,8403,referral,0,1,2024-08-27 20:14:15.896931
Jackson-Johnson,finance,5768,579933336,6295,web,0,1,2024-07-29 06:01:29.791812
"Anderson, Padilla and Weaver",finance,2240,656132786,2539,web,1,1,2024-09-18 04:34:52.506572
"Mann, Harris and Wallace",finance,5551,620434913,6986,cold_call,1,1,2024-12-13 13:41:43.928168
"Mcmillan, Douglas and Riley",logistics,8556,41128841,10987,cold_call,4,1,2024-06-28 17:38:49.342899
Cunningham Inc,finance,6325,481086641,5322,web,2,1,2024-05-02 18:33:38.232013
Foster-Sharp,logistics,8029,758734146,7177,web,3,1,2025-01-26 20:28:08.911590
"White, Thompson and Dawson",logistics,3529,85278375,4130,web,3,1,2024-06-05 23:46:14.773874
Mckinney Ltd,finance,5228,716567840,6468,web,4,1,2024-05-29 09:03:26.622823
Gates-Whitaker,retail,3598,580720238,2976,cold_call,1,1,2024-11-03 12:11:51.752306
Jenkins PLC,retail,3862,358913740,3608,web,0,1,2024-03-31 19:11:32.149869
"Kramer, Padilla and Hoover",logistics,9452,974960185,8315,referral,1,1,2024-06-19 01:03:07.689837
"Hutchinson, Velazquez and Sullivan",manufacturing,618,440461728,644,trade_show,3,1,2025-03-06 09:32:40.509370
"Vance, Jackson and Hart",technology,2826,829270454,2332,trade_show,1,1,2024-05-20 20:22:28.469313
Hoffman-Guerra,manufacturing,7316,186630694,7959,email,1,1,2024-06-23 06:55:31.224386
Zimmerman-Simpson,logistics,7655,197415211,5767,web,3,1,2025-01-30 16:31:56.169495
Wilson-Gibson,manufacturing,8015,686305018,7419,cold_call,0,1,2024-07-28 01:59:56.784451
"Andrade, Smith and Braun",finance,7089,72628611,7494,email,3,1,2024-09-30 19:15:57.102686
"Simpson, Delgado and Castro",logistics,745,465675877,622,referral,2,1,2024-08-31 02:42:00.344134
Barber LLC,retail,4398,136229770,3641,email,3,1,2024-11-24 20:12:55.431817
Anderson-Chavez,manufacturing,6045,477879950,4585,web,3,1,2025-02-14 17:28:27.872895
Meyer Ltd,finance,3818,842180744,4613,trade_show,1,1,2024-05-22 01:56:21.706101
"Reed, Myers and Mayer",finance,4065,240129699,4083,referral,1,1,2024-11-02 12:08:11.327502
"Smith, Love and Cortez",technology,7656,718688459,7527,cold_call,0,1,2024-09-11 11:10:02.418293
Moran-Clark,retail,9815,438125650,9035,email,3,1,2024-06-16 20:13:04.209803
Martin PLC,finance,9693,199997545,10069,web,1,1,2025-02-13 16:36:55.345144
Mccoy-Williams,logistics,9579,434330864,7256,referral,0,1,2025-02-23 04:24:13.659144
Garrison and Sons,finance,420,595282886,533,cold_call,0,1,2024-04-28 11:50:13.533498
"Miles, Anderson and Gutierrez",logistics,5643,688131706,7108,cold_call,1,1,2025-01-03 00:44:56.930247
Smith-Flores,technology,386,438666914,334,cold_call,1,1,2024-05-30 20:05:28.565259
Anderson LLC,technology,5137,5709377,4369,web,1,1,2024-07-19 12:55:34.757749
"Green, Griffin and Smith",retail,4408,816289809,4604,email,3,1,2024-05-04 21:07:01.451206
"Mathews, Barton and Miller",retail,1800,765279794,1644,web,2,1,2024-07-25 17:23:34.722181
Marquez PLC,manufacturing,1015,23228716,872,web,2,1,2024-10-26 10:20:37.122738
"Murray, Norman and Young",manufacturing,7892,641723885,9149,cold_call,0,1,2025-03-01 18:57:31.958325
Castro PLC,manufacturing,3443,282858271,4245,referral,4,1,2024-04-22 23:25:30.238654
"Garcia, Thompson and Bishop",logistics,2010,495943731,2389,cold_call,0,1,2025-02-17 21:52:56.269587
Dunn Ltd,manufacturing,6200,528627474,7582,referral,2,1,2024-08-26 07:38:22.090147
"Camacho, Richardson and Romero",logistics,3122,695803996,3061,cold_call,1,1,2024-06-10 02:28:55.014056
"Wilson, Townsend and Everett",logistics,8095,528328930,9948,referral,1,1,2024-04-14 20:28:57.997589
"Kelly, Bryant and Holmes",manufacturing,2990,359799242,2704,cold_call,2,1,2025-01-14 19:52:50.042252
Combs LLC,technology,1750,78529933,1699,email,1,1,2024-04-03 17:51:43.934884
Rios PLC,finance,1379,947890109,1219,trade_show,1,1,2024-06-01 12:00:14.304160
Ramos-Kirby,manufacturing,7836,450215039,7209,trade_show,1,1,2024-08-17 08:35:26.739374
Fernandez Inc,retail,6466,678819454,6160,web,0,1,2024-09-24 22:13:21.565978
Huber and Sons,manufacturing,9647,295775992,12156,referral,1,1,2025-01-07 03:11:41.174519
Goodman-Brown,finance,9200,57458122,8104,email,1,1,2024-11-10 12:11:07.570730
Kelly-Morales,finance,1454,409067046,1181,web,2,1,2025-02-05 18:30:04.227211
Douglas Inc,retail,7840,749158610,8983,trade_show,3,1,2024-04-04 06:06:00.512167
Ramirez Ltd,finance,9719,201545478,10237,cold_call,1,1,2025-03-25 09:07:49.372781
Brown-Stout,retail,4960,881480562,5798,email,3,1,2024-06-29 10:14:22.615056
Erickson-Harrison,manufacturing,8755,576140253,10175,cold_call,3,1,2024-07-13 23:51:29.414681
"Hull, Wilson and Watkins",manufacturing,6653,615673244,6262,trade_show,2,1,2024-09-19 04:26:39.159112
Kim-Ferguson,finance,6173,897373649,5001,referral,0,1,2024-05-09 18:04:19.417943
Andersen-Johnson,finance,7600,534727017,7852,cold_call,1,1,2025-03-04 14:14:40.132121
"Sawyer, Rivas and Watkins",technology,9473,288473402,11715,email,1,1,2024-12-27 21:57:04.165651
Palmer LLC,manufacturing,1540,846694822,1292,cold_call,0,1,2024-04-01 06:50:05.635865
"Anderson, Walker and Davis",logistics,1359,874008921,1102,trade_show,0,1,2024-08-30 16:23:31.528533
Nelson and Sons,manufacturing,7140,260667671,9125,cold_call,2,1,2024-08-27 21:21:13.405546
Rivers Group,retail,2016,561086998,2220,referral,2,1,2024-11-22 14:41:16.456503
Schmidt Ltd,logistics,2518,158076246,2319,referral,1,1,2024-10-27 14:56:41.446236
Diaz LLC,manufacturing,2712,452098316,2219,email,0,1,2025-02-22 07:53:30.520829
Day-Wong,retail,9770,668365670,11187,web,2,1,2024-08-28 01:51:58.198204
Kennedy-Leonard,finance,1398,717254197,1226,web,2,1,2024-05-09 09:48:33.949241
"Morrison, Porter and Coleman",manufacturing,2260,912409284,2535,cold_call,1,1,2025-02-11 14:57:12.430598
"Simmons, Moore and Holloway",manufacturing,3498,558692271,4539,trade_show,0,1,2024-05-28 15:08:03.887951
"Thomas, Perkins and Chen",finance,8972,154280171,11362,cold_call,2,1,2024-10-19 22:02:20.467723
Brown and Sons,logistics,6370,11125374,8245,cold_call,3,1,2025-02-21 17:37:41.805687
"Fernandez, Smith and Torres",finance,5603,428465243,5844,referral,3,1,2025-01-04 09:31:21.228517
Martin LLC,finance,4408,615328517,5590,referral,1,1,2024-08-08 18:08:27.795262
"Levine, Davies and Lynch",retail,7449,731121817,9450,cold_call,2,1,2024-11-07 09:01:26.211396
"Smith, Brown and Johnson",finance,270,424831333,267,referral,3,1,2025-01-11 11:20:38.312871
Patel-Walters,retail,3287,840529224,2408,web,2,1,2024-12-12 11:57:12.086909
Hernandez-Cardenas,retail,280,300975080,263,email,1,1,2024-08-21 21:06:45.881075
Mitchell-Brown,logistics,7169,140975117,8726,cold_call,3,1,2024-09-26 16:34:38.290787
Hernandez-Woods,technology,1676,123188236,1486,cold_call,2,1,2024-12-28 20:03:16.527132
Castro-George,retail,3033,420966677,2922,cold_call,2,1,2024-06-29 04:21:33.953473
Williams Group,logistics,5444,889853750,5168,trade_show,0,1,2024-06-03 21:25:31.305550
"Caldwell, Bailey and Harrington",finance,1540,337872596,1710,trade_show,4,1,2024-07-07 13:43:48.486456
"Johnson, Johnston and Jenkins",technology,7229,760448388,7889,web,0,1,2024-09-19 22:01:02.454137
Lucero Inc,retail,1561,780064171,1933,email,0,1,2025-01-04 00:46:16.213745
Williams PLC,finance,101,61377979,96,web,2,1,2024-08-19 10:18:30.150104
Reed and Sons,finance,7082,755264414,8355,web,0,1,2024-08-30 01:08:44.312085
Harris-Barber,manufacturing,6025,418162665,5323,web,4,1,2024-06-27 00:39:03.220236
Herrera-Brown,manufacturing,6997,184302694,7982,trade_show,2,1,2024-09-13 05:00:14.046614
Ford PLC,finance,4424,434401891,4041,cold_call,3,1,2024-12-11 12:44:13.561252
"Contreras, Sanchez and Williams",logistics,2210,601248047,1759,referral,1,1,2025-02-10 12:43:36.377552
Aguilar-Thompson,technology,4928,859798775,6254,web,1,1,2024-10-27 17:04:30.483514
Butler Group,logistics,9206,567714050,10651,referral,2,1,2024-11-11 01:47:31.341770
"Meyers, Allen and Johnson",finance,1544,660027836,1507,trade_show,2,1,2025-03-26 15:51:37.207843
"Obrien, Mcgee and Williams",finance,6730,886505937,6732,trade_show,1,1,2024-10-28 19:54:42.628771
"Moreno, Lawson and Gomez",manufacturing,6063,834173942,6676,email,2,1,2024-10-06 02:46:24.117291
"Hunter, Calhoun and Adams",technology,1374,632718960,1531,referral,5,1,2024-05-03 14:08:06.658772
"Lucas, Cole and Kelly",finance,608,220360506,753,web,3,1,2024-04-13 02:42:19.138452
Ayers PLC,technology,5590,931114791,6819,referral,2,1,2025-03-27 02:38:51.958990
"Payne, Jackson and Brown",logistics,180,978786875,191,referral,6,1,2024-11-02 20:51:55.356518
Walsh PLC,finance,2582,190437849,2057,referral,2,1,2024-07-31 13:54:02.341056
"Allen, Bryant and Jones",logistics,2443,479204880,2434,email,3,1,2024-11-15 18:58:06.955489
"Chavez, Howe and Miller",manufacturing,1674,524895280,2143,email,0,1,2025-02-27 09:54:16.112857
Rodriguez Ltd,finance,6219,312780122,7298,web,1,1,2024-10-13 03:13:10.779342
"Juarez, Ruiz and Hall",logistics,458,900433636,579,web,1,1,2024-09-02 15:39:18.383229
Jenkins-Brown,technology,3202,626267604,2488,web,4,1,2025-01-25 09:34:38.825356
"Lee, Moss and Brown",logistics,2087,783510267,1760,email,0,1,2025-03-05 21:42:35.187963
"Santana, Williams and Reyes",finance,8164,487129846,5940,email,2,1,2024-07-28 09:49:14.104072
"Garcia, Mccarty and Phillips",manufacturing,7931,364474623,6990,referral,4,1,2025-03-21 17:06:48.261666
"Berg, Davis and Key",finance,857,51633182,605,web,3,1,2024-07-01 18:20:16.529742
Williams Ltd,logistics,5300,500564370,6063,trade_show,0,1,2025-03-17 06:25:43.725389
"Lamb, Young and Hill",technology,3555,373257986,4015,cold_call,3,1,2024-05-04 05:15:14.340378
Beard-Brown,finance,7148,62369442,8517,email,1,1,2024-04-02 23:23:27.873079
"Jenkins, Howard and Hall",finance,7312,404136810,8723,cold_call,2,1,2025-03-09 23:13:10.959116
"Burton, Jones and Ryan",finance,7642,90412072,5900,cold_call,1,1,2025-02-17 23:01:56.687685
Nolan and Sons,logistics,5867,622314069,4421,email,0,1,2024-10-07 05:22:51.375452
Thompson Ltd,manufacturing,7256,789062908,8718,web,1,1,2024-05-05 00:11:56.067167
"Jarvis, Lee and Johnson",manufacturing,3458,514261124,4429,cold_call,3,1,2025-02-10 07:26:28.262862
Watkins-Miller,manufacturing,3564,37551981,3337,email,4,1,2024-03-28 08:11:33.743420
Lindsey-Morgan,technology,8926,564883472,7914,trade_show,2,1,2024-04-26 14:41:13.758336
"Porter, Delgado and Jones",manufacturing,3633,649945672,3134,cold_call,0,1,2024-11-12 11:37:45.476607
"James, Green and Gray",finance,2096,337916774,2359,referral,1,1,2024-07-23 05:06:28.714039
"Diaz, Price and Miller",logistics,6326,422097266,5360,referral,3,1,2024-06-24 00:22:38.815376
Johnson Ltd,retail,9762,62749937,9239,trade_show,1,1,2024-10-12 00:43:23.216872
"Riley, Hardy and Perry",technology,9928,310028768,11370,trade_show,5,1,2024-07-24 07:03:03.527236
"Daniels, Hancock and Velasquez",logistics,2843,651764911,3129,email,4,1,2025-03-22 17:01:18.749063
"Ward, Lucero and Rose",retail,5113,197717256,6289,web,1,1,2024-12-05 17:02:03.707223
Jones-Allison,manufacturing,3365,569505510,3617,email,3,1,2025-03-25 23:41:56.565649
Williams-Marsh,logistics,5830,273249318,6214,web,3,1,2024-11-13 18:37:39.377485
"Carpenter, Williams and Johnson",logistics,1050,695639837,745,trade_show,2,1,2025-02-28 02:07:33.315888
"Hansen, Allen and Miller",finance,5316,913900545,6200,web,1,1,2024-04-21 13:05:37.884058
"Larson, Ford and Rivera",manufacturing,7744,198201308,9257,cold_call,4,1,2025-01-03 16:37:01.128678
Powell LLC,finance,7898,252246416,8087,email,0,1,2024-06-03 19:18:44.004304
Lawson PLC,finance,2367,799321797,3065,web,0,1,2024-03-30 19:25:52.504707
"Holloway, Hayes and Taylor",logistics,3087,467852871,2677,email,2,1,2024-09-23 06:49:27.703062
"Davis, Combs and Green",technology,7257,403924396,7319,cold_call,1,1,2024-10-30 07:28:51.432640
Woodward-Schmidt,logistics,9572,712910981,9892,referral,0,1,2024-04-03 15:48:00.942768
Perez PLC,technology,9662,748926766,9554,web,2,1,2025-02-17 11:18:45.187157
Bush LLC,manufacturing,1582,233164401,1487,referral,1,1,2025-03-02 15:46:44.227130
"Ross, Caldwell and Bradley",logistics,8603,300379853,7459,web,3,1,2024-09-17 04:22:38.511561
"Berg, Johnson and Pope",technology,1322,706607209,1648,email,2,1,2024-04-12 13:22:10.721890
Anderson Group,retail,3714,987380599,3831,email,2,1,2024-05-03 23:08:36.091820
Anderson-Nicholson,technology,3141,566131506,2538,web,3,1,2024-08-14 04:14:29.785644
"Gallegos, Bauer and Martinez",technology,6545,523252533,7216,referral,0,1,2024-10-18 00:10:52.116831
Weaver-Sanchez,retail,7247,284259073,5943,web,0,1,2025-01-09 05:25:15.368661
Clark-Tyler,technology,1442,961949070,1758,trade_show,1,1,2024-11-03 02:23:18.340401
Sims Ltd,manufacturing,5385,839249488,4151,referral,0,1,2024-04-21 04:29:17.941239
Chavez-Russell,finance,6298,422592611,5759,email,1,1,2024-10-09 10:28:11.383880
Barrett and Sons,finance,8790,832341936,11220,referral,0,1,2024-09-17 23:56:51.352365
"Nelson, Tran and Clements",retail,7638,822884044,7430,trade_show,0,1,2024-04-19 15:42:06.820884
Kelly-Martinez,finance,9034,337783801,7209,referral,2,1,2025-01-25 10:31:28.123528
Newman Group,technology,1891,682710135,2075,email,2,1,2024-06-07 08:53:19.691238
Kidd and Sons,finance,6053,819805150,4528,cold_call,1,1,2024-12-03 22:43:19.955327
Everett LLC,retail,7535,920550233,6747,referral,1,1,2024-04-30 09:15:48.206783
"Williams, Mathews and Anderson",retail,8592,816930301,9877,trade_show,0,1,2025-02-05 00:48:05.565747
"Jordan, Cook and Davis",logistics,7501,354402069,8882,cold_call,1,1,2024-04-06 00:16:27.679960
Lopez LLC,retail,7036,107655901,8271,referral,2,1,2024-04-03 17:43:08.353291
Preston Ltd,finance,4323,82010444,3600,web,2,1,2024-04-26 13:35:08.641077
Berg Ltd,retail,6274,265264991,6579,email,7,1,2024-07-09 16:03:09.397573
Guerrero Inc,technology,2231,392455122,1656,email,6,1,2024-07-15 05:04:24.435537
Snow Ltd,finance,3813,312366411,3323,referral,1,1,2024-12-02 15:52:19.208642
"Flores, Duncan and Mcguire",technology,4647,665048600,4938,email,1,1,2025-01-21 02:50:02.261877
Mclaughlin and Sons,technology,8439,194341155,6337,referral,2,1,2025-02-13 02:36:36.144717
Wheeler PLC,technology,5875,35184556,5558,cold_call,0,1,2024-12-10 16:31:09.268369
Melendez-Parker,logistics,633,430312637,497,trade_show,2,1,2024-06-25 05:18:02.615000
Patton-Cervantes,finance,5685,414069044,6534,referral,2,1,2024-05-27 03:13:01.852041
Dean-Holt,manufacturing,4262,987444539,4273,email,1,1,2025-03-20 21:06:07.528319
Thompson LLC,technology,626,407092652,713,trade_show,3,1,2024-12-17 02:03:29.640196
French LLC,finance,602,630234336,422,trade_show,0,1,2024-04-05 10:59:38.425499
Ochoa-Lambert,finance,1346,42064821,1606,referral,2,1,2024-04-24 20:27:17.070964
"Fitzgerald, Dunn and Roberts",retail,3077,568687786,3271,email,1,1,2024-05-09 18:01:23.203606
Edwards PLC,finance,5765,855136207,5211,trade_show,3,1,2025-01-27 10:24:52.459103
Riddle PLC,finance,9020,12121756,10087,cold_call,5,1,2024-10-27 07:43:41.556060
Sharp LLC,manufacturing,5230,574816311,5538,trade_show,3,1,2024-07-28 13:43:23.499755
Bell-Butler,technology,9478,696470663,7375,trade_show,3,1,2025-03-14 21:32:10.630866
Reyes Group,manufacturing,8766,754129212,6818,web,1,1,2024-10-28 14:06:18.253771
Palmer Inc,retail,8704,443740165,8850,referral,3,1,2024-10-13 15:54:14.655262
Hines Inc,logistics,366,874037026,393,web,0,1,2024-04-14 09:49:03.637822
"Anderson, Thornton and Parks",finance,3963,727802675,4962,trade_show,2,1,2024-07-14 11:09:49.396766
Nguyen-Thompson,logistics,9184,198382132,9063,trade_show,3,1,2024-04-20 23:49:21.189910
"Ramirez, Tran and Cervantes",manufacturing,6122,133336770,6875,cold_call,1,1,2024-10-24 01:15:36.904647
Sandoval Inc,logistics,3612,208273002,2721,trade_show,1,1,2025-01-03 00:52:23.445323
Jackson Group,retail,2076,818396630,1969,cold_call,3,1,2024-10-08 14:27:27.183620
Olson-Moore,retail,5983,527326627,5985,cold_call,2,1,2025-01-28 14:55:10.948938
Hoffman and Sons,retail,2959,909106045,2174,email,2,1,2024-06-26 23:17:39.784286
Rogers Ltd,finance,1429,205233157,1698,referral,1,1,2024-12-12 04:06:40.830152
Nichols Ltd,finance,7119,158650977,8619,email,1,1,2024-10-15 06:15:56.200999
Jones and Sons,technology,2490,941730286,2837,trade_show,4,1,2024-04-15 18:10:27.120450
Dickson-Adams,finance,3955,86775289,3585,referral,2,1,2024-06-16 22:50:07.851703
Reyes-Roberts,manufacturing,8116,345136938,6110,web,1,1,2024-09-05 12:59:22.237243
"Riley, Perry and Jackson",logistics,7308,877985593,5984,referral,1,1,2024-05-19 00:06:36.034153
"Beck, Allen and Chung",logistics,7336,247990325,8134,cold_call,1,1,2024-09-06 13:11:40.606389
Escobar Group,logistics,7544,706932748,9769,referral,1,1,2025-02-06 17:31:37.831856
"Johnson, Barnett and Carter",technology,8246,631212026,8437,web,2,1,2024-05-08 12:03:48.158621
Small-Ballard,manufacturing,5158,10850939,6664,trade_show,0,1,2024-12-12 14:09:48.934992
Gutierrez-Brown,manufacturing,7829,327952320,6421,web,1,1,2024-06-06 07:14:07.706601
Jones-Hughes,technology,6532,971440677,8391,email,1,1,2024-11-13 20:59:49.825399
"Ford, Davis and Wilson",finance,1147,489402529,1306,web,0,1,2025-01-13 11:15:27.686441
Berg-Jefferson,manufacturing,9803,514340030,8083,cold_call,0,1,2025-01-06 12:45:38.279824
Frost-Carey,logistics,389,300090768,493,web,2,1,2024-09-03 15:03:03.977929
Brown PLC,manufacturing,6861,217580019,7546,cold_call,2,1,2025-01-15 07:13:29.913482
"Blanchard, Wilson and Taylor",technology,6030,253634374,7497,trade_show,2,1,2024-04-26 21:40:44.991835
"Wright, Meyer and Malone",logistics,5836,594283863,6640,web,3,1,2024-09-18 03:26:42.833166
"Frye, Harris and Evans",finance,1143,930863658,1125,cold_call,4,1,2024-04-29 06:19:18.858175
"Garner, Gardner and West",manufacturing,3754,437625266,4238,web,4,1,2024-10-27 01:33:43.625331
Holden-Cook,technology,5642,79926280,5168,web,3,1,2024-08-22 01:17:31.178695
Mccoy-Burton,finance,8119,414137596,8108,cold_call,2,1,2024-12-20 19:01:32.332099
"Floyd, Robinson and Middleton",logistics,7105,128494199,6710,email,0,1,2024-09-11 02:08:55.664655
Sanders-Davenport,finance,585,604894129,638,email,0,1,2024-05-10 07:30:16.437609
Thompson-Hunt,finance,4833,181253027,4506,cold_call,1,1,2024-11-17 05:43:01.471245
"Patel, Potts and Rogers",manufacturing,2782,294598444,2896,web,2,1,2024-12-23 17:45:32.069690
Ferguson Ltd,logistics,2334,469316939,2347,email,2,1,2024-06-08 06:15:30.932234
Clark-Bell,technology,8433,827050435,9862,referral,2,1,2024-11-21 05:00:05.849133
Ortega-King,retail,1156,890971939,1499,referral,3,1,2024-07-06 14:09:17.195425
"Kelly, Hines and Reed",finance,2358,700469599,2358,trade_show,2,1,2024-12-06 00:15:45.823542
"Whitney, Lara and Jefferson",finance,4496,79133435,3334,referral,1,1,2025-01-13 01:38:07.013674
Garrett-Warren,finance,5218,240920210,4893,cold_call,2,1,2024-08-26 21:09:55.745682
Ramsey-Kirby,logistics,7806,774468568,9734,web,1,1,2024-09-26 21:19:15.446570
"Chavez, Sanders and Ortiz",manufacturing,1196,983419678,1486,web,3,1,2024-08-04 04:03:56.737961
Boyd Ltd,technology,3944,381279374,3954,email,0,1,2025-01-20 15:09:16.998574
Hamilton-Blake,manufacturing,6060,358829631,5067,cold_call,0,1,2025-02-23 01:14:28.732319
Bradshaw-Turner,manufacturing,7789,955523716,7045,web,1,1,2024-04-08 21:31:30.859181
Miller-Campbell,manufacturing,2462,985505804,2146,referral,1,1,2024-10-12 00:37:29.403057
Lopez Inc,manufacturing,156,408024229,196,cold_call,3,1,2024-07-08 10:51:54.730901
"Jackson, Torres and Martin",technology,5294,976300292,4660,trade_show,1,1,2024-06-27 12:45:25.090049
Briggs LLC,manufacturing,839,413472917,678,referral,3,1,2024-09-06 02:01:24.327353
Gonzalez-Gonzalez,retail,4900,295890982,3568,cold_call,4,1,2024-06-15 04:31:01.752832
Roth Group,technology,5206,205759885,3763,email,4,1,2024-10-21 08:03:00.703823
Howard-Hubbard,retail,5239,490209940,3792,web,1,1,2024-04-30 09:57:45.194121
"Henderson, Matthews and Wallace",manufacturing,4797,542538484,5392,trade_show,1,1,2025-01-13 19:04:04.363162
Snyder Ltd,logistics,5582,632606512,7239,trade_show,2,1,2024-10-14 21:14:41.672384
"Ortega, Mason and Bauer",retail,7248,58842873,6876,email,1,1,2024-09-30 15:56:15.283471
Douglas-Duncan,retail,5826,909518642,5978,trade_show,2,1,2025-03-05 02:09:59.875267
"Martin, Yu and King",technology,6502,834410585,6536,web,0,1,2024-08-30 02:37:05.560614
"Byrd, Pham and Ewing",manufacturing,7321,275372950,6289,web,2,1,2025-01-31 10:07:01.688741
Khan LLC,manufacturing,6495,116559133,8081,cold_call,1,1,2024-06-02 11:29:34.648309
Houston-Saunders,technology,564,339587879,514,web,2,1,2024-09-02 17:46:13.936224
Thompson-Case,logistics,1230,736317637,1196,cold_call,1,1,2024-08-01 14:24:25.458587
"Smith, Ortiz and Beck",technology,2680,547124894,1987,cold_call,2,1,2025-02-26 14:29:25.929385
Gonzalez-Rogers,technology,4266,950982477,4263,referral,4,1,2024-04-07 11:30:54.056131
"Lawson, Hughes and Myers",manufacturing,9357,912195230,7007,web,2,1,2024-06-26 22:20:40.244432
"Mcclure, Ramirez and Lynch",retail,3186,667419677,4095,trade_show,3,1,2024-08-09 13:33:29.667884
"Phillips, Evans and Walton",retail,8284,436307254,10480,web,1,1,2024-08-02 16:14:24.392029
Lin LLC,technology,7148,72363757,8454,referral,6,1,2024-09-28 01:59:08.071975
